1E-05,33.1982
1.10304E-05,31.6097
1.21669E-05,30.0971
1.34206E-05,28.657
1.48034E-05,27.2857
1.63286E-05,25.98
1.80111E-05,24.7369
1.98669E-05,23.5532
2.19139E-05,22.4262
2.41719E-05,21.353
2.66625E-05,20.3313
2.94097E-05,19.3584
3.244E-05,18.4321
3.57825E-05,17.5501
3.94694E-05,16.7103
4.35362E-05,15.9107
4.80221E-05,15.1494
5.29701E-05,14.4245
5.8428E-05,13.7342
6.44482E-05,13.077
7.10888E-05,12.4513
7.84136E-05,11.8555
8.64931E-05,11.2882
9.54051E-05,10.748
0.000105235,10.2337
0.000116078,9.74404
0.000128039,9.27778
0.000141232,8.83383
0.000155784,8.41113
0.000171835,8.00865
0.00018954,7.62542
0.00020907,7.26054
0.000230612,6.91312
0.000254374,6.58232
0.000280584,6.26735
0.000309494,5.96745
0.000341383,5.6819
0.000376558,5.41002
0.000415358,5.15114
0.000458155,4.90466
0.000505362,4.66996
0.000557433,4.4465
0.000614869,4.23373
0.000678223,4.03114
0.000748105,3.83825
0.000825188,3.65458
0.000910213,3.47971
0.001004,3.3132
0.00110745,3.15466
0.00122155,3.00371
0.00134742,2.85998
0.00148625,2.72312
0.00163939,2.59282
0.00180831,2.46875
0.00199463,2.35062
0.00220016,2.23814
0.00242685,2.13104
0.00267691,2.02907
0.00295273,1.93197
0.00325697,1.83952
0.00359256,1.7515
0.00396272,1.66769
0.00437103,1.58789
0.00482141,1.5119
0.00531819,1.43956
0.00586616,1.37067
0.00647059,1.30508
0.0071373,1.24263
0.00787271,1.18317
0.00868389,1.12655
0.00957865,1.07264
0.0105656,1.02131
0.0116543,0.972442
0.0128551,0.92591
0.0141796,0.881607
0.0156406,0.839428
0.0172522,0.799274
0.0190298,0.761052
0.0209906,0.724669
0.0231534,0.690036
0.0252419,0.660911
0.0253,0.660152
0.0279068,0.628595
0.0307823,0.598529
0.033954,0.569882
0.0374525,0.542596
0.0413115,0.516622
0.0455681,0.491903
0.0502633,0.468381
0.0554423,0.445984
0.0611549,0.424641
0.0674561,0.404302
0.0744066,0.38493
0.0820732,0.366495
0.0905297,0.348966
0.0998577,0.332294
0.110147,0.316407
0.121496,0.30125
0.134014,0.286807
0.147823,0.273057
0.163054,0.259972
0.179855,0.247536
0.198386,0.235724
0.218827,0.224448
0.241375,0.213682
0.266245,0.20343
0.293678,0.193672
0.323938,0.184384
0.357316,0.175543
0.394132,0.167153
0.437809,0.158614
0.48292,0.150999
0.532679,0.143747
0.587564,0.136845
0.648105,0.130274
0.714884,0.12402
0.788543,0.118103
0.875885,0.112046
0.966133,0.106656
1.06568,0.101525
1.17549,0.0966397
1.2966,0.0919887
1.4302,0.0875603
1.57757,0.0833438
1.72801,0.079635
1.90606,0.075798
2.10245,0.0721397
2.31908,0.0686521
2.55803,0.0653326
2.82161,0.0621723
3.11233,0.0591623
3.40897,0.0565117
3.78675,0.0535833
4.14767,0.0511614
4.5432,0.0488438
5.01132,0.0464563
5.52767,0.0441913
6.09723,0.042027
6.72547,0.0399719
7.4704,0.037877
8.24013,0.0360144
8.96272,0.0344834
9.81744,0.0328907
10.829,0.0312526
11.9448,0.029692
13.1755,0.0282057
14.8414,0.026495
16.3706,0.0251577
17.8062,0.0240567
19.3676,0.0229982
21.2146,0.0218918
23.2366,0.0208406
25.4525,0.0198262
27.4905,0.0190166
29.9012,0.0181469
32.5233,0.0173132
